,Title,Date,Author,Summary
1782,"LIVE FUTURES REPORT 04/05: LME copper recovers above $5,100 despite thin turnover; tin pushes above $15,000",5/4/2020,Hassan Butt,"The three-month price of copper on the London Metal Exchange was higher at the close of trading on Monday May 4, pushing above nearby resistance levels despite the lowest daily trading volumes since April 6, while tin similarly staged a modest recovery in afternoon trading.
"
1778,HOTTER ON METALS: Auto supply chain gets harsh wake-up call from Covid-19,5/5/2020,Andrea Hotter,"If ever there was a masterclass in the need to disaster-proof a supply chain, then the Covid-19 pandemic has provided a harsh reminder to the automotive sector that it’s failing. "
1781,MORNING VIEW: Base metals prices looking brighter in quiet conditions,5/5/2020,William Adams,"Broader markets are looking a bit brighter this morning, Tuesday May 5, with equity indices and base metals prices firmer while participants look forward to better demand once more plans are announced about lifting lockdown restrictions."
1780,"LIVE FUTURES REPORT 05/05: Fresh 765t Singapore cancellation bolsters LME tin price; Al struggles below $1,500/t ",5/5/2020,Hassan Butt,"The three-month tin price on the London Metal Exchange was higher across morning trading on Tuesday May 5, supported by the largest fresh cancelation in the tin market this year, while climbing exchange stocks and lackluster trade continues to pressure the aluminium price. "
1779,LIVE FUTURES REPORT 05/05: LME base metals rise despite China market absence,5/5/2020,Amy Hinton,"London Metal Exchange three-month base metals prices rose on Tuesday May 5, buoyed by increasing optimism for an increase in demand amid expectations that Covid-19 trade restrictions will continue to be eased in some parts of Europe while China’s restart gathers momentum. "
1771,EU CARMAKER CLOSURES 06/05: BMW slowly restarts some sites,5/6/2020,Carrie Bone,"BMW has restarted vehicle production at some of its sites in Europe and the UK this week, while other locations would make similar moves next week, the company confirmed to Fastmarkets on Wednesday May 6.
"
1772,LIVE FUTURES REPORT 06/05: LME zinc price outperforms in 3% rally; C/3M flips to backwardation,5/6/2020,Hassan Butt,"The three-month zinc price on the London Metal Exchange was the best performer at the close of trading on Wednesday May 6, with turnover at its highest since March 27, while the galvanizing metal continued a steady approach toward the $2,000 per tonne resistance level.
"
1773,"On-warrant warehouse capacity can meet increasing demand, LME says ",5/6/2020,Alice Mason,The London Metal Exchange told Fastmarkets that it is confident there is enough capacity to meet the increasing demand to store metal in its warehouses across the globe.
1774,RESEARCH: Key takeaways from the latest Base Metals Market Tracker,5/6/2020,"James Moore, William Adams, Andrew Cole, Boris Mikanikrezai, Yang Cao",The latest forecasts from Fastmarkets’ team of analysts are ready to view.
1776,"MORNING VIEW: Base metals prices stronger, looking brighter as restarts should mean improved order flow",5/6/2020,William Adams,"Broader markets were mixed this morning, Wednesday May 6, while base metals prices on the London Metal Exchange were up across the board. Base metals prices on the Shanghai Futures Exchange were mixed following Chinese participants’ return to the market after the country’s Labor Day holiday (May 1-5)."
1777,GLOBAL ALUMINIUM WRAP: Brazil import premium sinks to 42-mth low; MJP moves higher,5/6/2020,"Alice Mason, Karen Ng, Michael Roh, Renato Rostás","The Brazilian import aluminium premium slid to a 42-month low in the week ended Tuesday May 5, while other global premiums were largely unchanged."
1770,BASE METALS WARRANT REPORT 06/05,5/6/2020,Fastmarkets MB staff,A summary of London Metal Exchange warrant premiums from across the globe for the week to Wednesday May 6.
1775,"LIVE FUTURES REPORT 06/05: LME nickel price breaches $12,200/t in 2.4% rise",5/6/2020,Amy Hinton,"The London Metal Exchange three-month nickel price gained 2.4% on the previous day’s close to hit a high of $12,295 per tonne during morning trading on Wednesday May 6, as China’s return to market proved to be a tailwind for nickel demand and the metal’s outright price."
1769,IN CASE YOU MISSED IT: 5 key stories from May 6,5/6/2020,Fastmarkets MB staff,Here are five Fastmarkets stories you might have missed on Wednesday May 6 that are worth another look.
1758,ALUMINIUM BILLET WRAP: Non-existent demand keeps premiums flat,5/7/2020,"Alice Mason, Karen Ng, Michael Roh, Renato Rostás",Aluminium billet premiums around the globe were unchanged on Thursday May 7 due to low liquidity and poor demand across all regions.
1759,"LIVE FUTURES REPORT 07/05: LME zinc price closes above $2,000/t; copper notches two-month high ",5/7/2020,Hassan Butt,"The three-month zinc price on the London Metal Exchange maintained upward momentum at the close of trading on Thursday May 7, settling above the nearby $2,000 per tonne resistance level for the first time in over a month, while steady buying in copper saw price action similarly incline over the afternoon. "
1767,Chinese aluminium exports down 11% y-o-y in April,5/7/2020,Hui Li,"China’s exports of unwrought aluminium and aluminium products declined by 11.4% year on year in April, while total exports for the first four months of 2020 fell by 16%, according to preliminary Chinese customs data. "
1757,ALUMINIUM FOUNDRY WRAP: Premiums flat to down despite some auto restarts,5/7/2020,"Justin Yang, Michael Roh","Aluminium foundry alloy premiums continued their decline in Europe and held steady in the United States on Thursday May 7 on a lack of spot activity, even as automakers began to restart vehicle production in both regions."
1760,"Ball to delay beverage packaging projects in Europe, Brazil amid Covid-19 ",5/7/2020,Andrea Hotter,"United States-based Ball Corp expects to slightly delay beverage packaging growth projects in Europe and Brazil as a result of the impacts of the Covid-19 pandemic. 
"
1768,Charles Li to step down as HKEX chief executive in October 2021,5/7/2020,Alice Mason,"Charles Li, chief executive of Hong Kong Exchanges and Clearing Ltd (HKEX) will not seek reappointment at the end of his current contract, the exchange announced on Thursday May 7.

"
1762,"Mining companies tap alternative credit sources as lockdowns, low prices hit cashflow ",5/7/2020,Archie Hunter,Mining companies are looking to trading houses and specialist funds for credit since lower metal prices and enforced shutdowns have restricted cashflow.
1763,Bolivia’s Potosí zinc-lead mining region to remain closed until end-May,5/7/2020,Archie Hunter,"The Potosí zinc and lead mining region in Bolivia will remain closed until at least May 31, according to a recent announcment by its mayor, Luis Alberto López.
"
1764,"LIVE FUTURES REPORT 07/05: LME zinc price rises above $2,000/t; nickel trails behind ",5/7/2020,Hassan Butt,"Steady buying of the three-month zinc contract on the London Metal Exchange took the price above $2,000 per tonne on Thursday May 7 for the first time since March 11. 
"
1765,AT A GLANCE: HKEX profits drop 13% in Q1; LME ADV up 12%,5/7/2020,Alice Mason,A summary of Hong Kong Exchanges & Clearing’s (HKEX) results for the first quarter of 2020.
1761,ALUMINA SNAPSHOT: Brazil differential narrows; fob Australia remains at $240/t,5/7/2020,Alice Mason,"Key information from the pricing session for Fastmarkets’ alumina index, fob Australia on Thursday May 7. "
1766,"MORNING VIEW: Base metals, broader markets mixed ahead of barrage of data today, Friday ",5/7/2020,William Adams,"Broader markets were mixed this morning, Thursday May 7 after Wednesday’s employment data in the United States knocked market confidence, but with a barrage of data expected today and Friday, the market is braced for a reality check. 

"
1755,SHFE STOCKS REPORT 08/05: Most base metals stocks drop; copper tumbles 11.6%,5/8/2020,Sally Zhang,"With the exception of that for zinc and nickel, deliverable base metals stocks at Shanghai Futures Exchange-approved warehouses all fell in the week ended Friday May 8."
1756,IN CASE YOU MISSED IT: 5 key stories from May 7,5/8/2020,Fastmarkets MB staff,Here are five Fastmarkets stories you might have missed on Thursday May 7 that are worth another look.
1754,Rio Tinto in JV to test zero-emission aluminium bus in Quebec,5/8/2020,Andrea Hotter,"Rio Tinto is partnering on a project to develop a zero-emission bus made of aluminium, which will be tested in the Saguenay-Lac-Saint-Jean region of Quebec, Canada, next year. "
1753,IN CASE YOU MISSED IT: 5 key stories from May 8,5/11/2020,Fastmarkets MB staff,Here are five Fastmarkets stories you might have missed on Friday May 8 that are worth another look.
1752,LME to take ‘conservative’ decision on return of ring trading - CEO Chamberlain,5/11/2020,Alice Mason,"The London Metal Exchange will not rush back into trading on the open outcry ring and is happy with the effectiveness of the current electronic pricing model, chief executive officer Matthew Chamberlain said."
1751,"LIVE FUTURES REPORT 11/05: Fresh 14kt cancellation buoys LME lead; copper nears $5,300/t",5/11/2020,Hassan Butt,"The London Metal Exchange three-month lead price increased during morning trading on Monday May 11, with a fresh cancellation of some 14,025 tonnes prompting a 1.5% price incline, while steady buying allowed copper futures also to improve. "
1750,Supply response lags behind demand shock for US aluminium,5/11/2020,Myra Pinkham,US Midwest aluminium premiums have slumped in reaction to the ramifications of the spread of Covid-19.
